NM_RxnSmiles,coarse_solvent,base,temperature,Yield,parsed_rxn,parsed_reagents,rxn_id,fine_solvent,dataset,exact_solvent,exact_base
OB(O)c1cc(F)ccc1F.O=C(O)c1cccc(NS(=O)(=O)c2cc(Br)c(Cl)s2)c1O>>O=C(O)c1cccc(NS(=O)(=O)c2cc(-c3cc(F)ccc3F)c(Cl)s2)c1O,other,amine,20,43.75,[O:22]=[S:21](=[O:23])([NH:20][c:19]1[c:31]([OH:32])[c:15]([cH:16][cH:17][cH:18]1)[C:13](=[O:12])[OH:14])[c:24]1[cH:25][c:26]([Br:27])[c:28]([Cl:29])[s:30]1.[OH:1][B:2]([OH:3])[c:4]1[cH:5][c:6]([cH:8][cH:9][c:10]1[F:11])[F:7]>>[O:22]=[S:21](=[O:23])([c:24]1[cH:25][c:26](-[c:4]2[cH:5][c:6]([F:7])[cH:8][cH:9][c:10]2[F:11])[c:28]([Cl:29])[s:30]1)[NH:20][c:19]1[c:31]([OH:32])[c:15]([cH:16][cH:17][cH:18]1)[C:13](=[O:12])[OH:14],"",3181,other,train,C1COCCO1.ClCCl,CCN(C(C)C)C(C)C
COc1ccc(B(O)O)c(C=O)c1.Cc1cnc(Br)s1>>COc1ccc(-c2ncc(C)s2)c(C=O)c1,polar,carbonate,20,62.4,[Br:19][c:18]1[s:20][c:15]([cH:16][n:17]1)[CH3:14].[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:13][c:10]1[CH:11]=[O:12]>>[c:15]1([cH:16][n:17][c:18]([s:20]1)-[c:6]1[c:10]([CH:11]=[O:12])[cH:13][c:3]([O:2][CH3:1])[cH:4][cH:5]1)[CH3:14],"",2008,water/amides,train,CN(C)C=O.O,O=C([O-])[O-].[K+].[K+]
CC(C)Oc1ccc(B(O)O)cc1.CCCc1nc(CC)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1>>CCCc1nc(CC)c(-c2ccc(OC(C)C)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,other,carbonate,20,88.9,[cH:30]1[cH:29][c:28]([cH:41][cH:40][c:31]1-[c:32]1[c:37]([cH:36][cH:35][cH:34][cH:33]1)[C:38]#[N:39])[CH2:27][n:26]1[c:24](=[O:25])[c:22]([Br:23])[c:19]([n:18][c:17]1[CH2:16][CH2:15][CH3:14])[CH2:20][CH3:21].[cH:7]1[cH:6][c:5]([cH:13][cH:12][c:8]1[B:9]([OH:10])[OH:11])[O:4][CH:2]([CH3:1])[CH3:3]>>[cH:29]1[cH:30][c:31]([cH:40][cH:41][c:28]1[CH2:27][n:26]1[c:24](=[O:25])[c:22](-[c:8]2[cH:12][cH:13][c:5]([cH:6][cH:7]2)[O:4][CH:2]([CH3:1])[CH3:3])[c:19]([n:18][c:17]1[CH2:16][CH2:15][CH3:14])[CH2:20][CH3:21])-[c:32]1[c:37]([cH:36][cH:35][cH:34][cH:33]1)[C:38]#[N:39],"",1149,other,train,CCOC(C)=O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1cccc(F)c1.CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(Br)c3n2)cc1>>CS(=O)(=O)c1ccc(CNC(=O)c2ccc3cncc(-c4cccc(F)c4)c3n2)cc1,water/ethers,carbonate,20,95.85,[O:13]=[S:12](=[O:14])([c:15]1[cH:16][cH:17][c:18]([cH:34][cH:35]1)[CH2:19][NH:20][C:21](=[O:22])[c:23]1[cH:24][cH:25][c:26]2[c:32]([c:30]([cH:29][n:28][cH:27]2)[Br:31])[n:33]1)[CH3:11].[OH:1][B:2]([OH:3])[c:4]1[cH:10][c:8]([F:9])[cH:7][cH:6][cH:5]1>>[O:13]=[S:12](=[O:14])([c:15]1[cH:16][cH:17][c:18]([cH:34][cH:35]1)[CH2:19][NH:20][C:21]([c:23]1[n:33][c:32]2[c:30](-[c:4]3[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]3)[cH:29][n:28][cH:27][c:26]2[cH:25][cH:24]1)=[O:22])[CH3:11],"",4902,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1ccc(Cl)nc1.NC(=O)c1ccc2cncc(Br)c2c1>>NC(=O)c1ccc2cncc(-c3ccc(Cl)nc3)c2c1,water/ethers,carbonate,20,72.45,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([n:9][cH:10]1)[Cl:8].[cH:20]1[n:19][cH:18][c:17]2[cH:16][cH:15][c:14]([C:12](=[O:13])[NH2:11])[cH:24][c:23]2[c:21]1[Br:22]>>[Cl:8][c:7]1[n:9][cH:10][c:4](-[c:21]2[cH:20][n:19][cH:18][c:17]3[cH:16][cH:15][c:14]([C:12](=[O:13])[NH2:11])[cH:24][c:23]23)[cH:5][cH:6]1,"",5095,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
Nc1ccccc1B(O)O.COC(=O)Cc1ccc(Br)s1>>COC(=O)Cc1ccc(-c2ccccc2N)s1,alcoArom,other,20,51.15,[OH:9][B:8]([OH:10])[c:7]1[cH:6][cH:5][cH:4][cH:3][c:2]1[NH2:1].[c:19]1([Br:20])[cH:18][cH:17][c:16]([CH2:15][C:13](=[O:14])[O:12][CH3:11])[s:21]1>>[cH:5]1[cH:6][c:7]([c:2]([cH:3][cH:4]1)[NH2:1])-[c:19]1[cH:18][cH:17][c:16]([s:21]1)[CH2:15][C:13](=[O:14])[O:12][CH3:11],"",1213,water/alcohols/aromatics,train,CCO.Cc1ccccc1.O,No Base
O=[N+]([O-])c1ccc(B(O)O)cc1.CCOC(=O)c1[nH]c2ccccc2c1Br>>CCOC(=O)c1[nH]c2ccccc2c1-c1ccc([N+](=O)[O-])cc1,alcoArom,carbonate,20,88.1,[cH:6]1[cH:5][c:4]([cH:12][cH:11][c:7]1[B:8]([OH:9])[OH:10])[N+:2](=[O:1])[O-:3].[nH:19]1[c:18]([c:26]([Br:27])[c:25]2[c:20]1[cH:21][cH:22][cH:23][cH:24]2)[C:16]([O:15][CH2:14][CH3:13])=[O:17]>>[cH:6]1[cH:5][c:4]([cH:12][cH:11][c:7]1-[c:26]1[c:25]2[cH:24][cH:23][cH:22][cH:21][c:20]2[nH:19][c:18]1[C:16](=[O:17])[O:15][CH2:14][CH3:13])[N+:2]([O-:3])=[O:1],"",751,alcohols/aromatics,train,CCO.Cc1ccccc1,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccccc1Cl.Cc1csc2nc(C(C)N=[N+]=[N-])c(Br)c(=O)n12>>Cc1csc2nc(C(C)N=[N+]=[N-])c(-c3ccccc3Cl)c(=O)n12,other,carbonate,20,47.2,[Br:24][c:23]1[c:17]([CH:18]([N:20]=[N+:21]=[N-:22])[CH3:19])[n:16][c:15]2[n:27]([c:12]([cH:13][s:14]2)[CH3:11])[c:25]1=[O:26].[OH:1][B:2]([OH:3])[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[Cl:10]>>[c:17]1([c:23](-[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[Cl:10])[c:25](=[O:26])[n:27]2[c:15]([n:16]1)[s:14][cH:13][c:12]2[CH3:11])[CH:18]([CH3:19])[N:20]=[N+:21]=[N-:22],"",2756,other,train,O.CCOC(C)=O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
CS(=O)(=O)c1ccc(B(O)O)cc1.CN(Cc1cc(Br)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C>>CN(Cc1cc(-c2ccc(S(C)(=O)=O)cc2)n(S(=O)(=O)c2cccnc2)c1)C(=O)OC(C)(C)C,water/ethers,carbonate,20,59.2,[CH3:36][C:35]([CH3:37])([CH3:38])[O:34][C:32]([N:15]([CH2:16][c:17]1[cH:18][c:19]([n:21]([S:22](=[O:24])(=[O:23])[c:25]2[cH:30][n:29][cH:28][cH:27][cH:26]2)[cH:31]1)[Br:20])[CH3:14])=[O:33].[cH:6]1[cH:7][c:8]([cH:12][cH:13][c:5]1[S:2](=[O:3])(=[O:4])[CH3:1])[B:9]([OH:10])[OH:11]>>[CH3:36][C:35]([CH3:37])([CH3:38])[O:34][C:32](=[O:33])[N:15]([CH2:16][c:17]1[cH:18][c:19](-[c:8]2[cH:12][cH:13][c:5]([cH:6][cH:7]2)[S:2](=[O:3])(=[O:4])[CH3:1])[n:21]([S:22](=[O:24])(=[O:23])[c:25]2[cH:26][cH:27][cH:28][n:29][cH:30]2)[cH:31]1)[CH3:14],"",692,water/ethers,train,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(C(F)(F)F)cc1.Cc1ncc(Br)cn1>>Cc1ncc(-c2ccc(C(F)(F)F)cc2)cn1,other,carbonate,20,84.0,[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)[B:2]([OH:1])[OH:3].[cH:17]1[n:16][c:15]([n:21][cH:20][c:18]1[Br:19])[CH3:14]>>[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)-[c:18]1[cH:17][n:16][c:15]([n:21][cH:20]1)[CH3:14],"",422,other,train,CCO.O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
O=C(NCc1ccccc1)c1ccc(B(O)O)s1.C[C@H](NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(Br)nc12)C(C)(C)C>>C[C@H](NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(-c3ccc(C(=O)NCc4ccccc4)s3)nc12)C(C)(C)C,water/ethers,carbonate,20,52.1,[CH3:43][C:42]([CH3:45])([CH3:44])[C@H:20]([CH3:19])[NH:21][C:22]([c:24]1[c:41]2[c:35]([n:36][cH:37][c:38]([Br:39])[n:40]2)[n:26]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[cH:25]1)=[O:23].[cH:6]1[cH:7][cH:8][cH:9][cH:10][c:5]1[CH2:4][NH:3][C:2]([c:11]1[cH:12][cH:13][c:14]([B:15]([OH:16])[OH:17])[s:18]1)=[O:1]>>[CH3:43][C:42]([CH3:45])([CH3:44])[C@H:20]([CH3:19])[NH:21][C:22]([c:24]1[cH:25][n:26]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[c:35]2[n:36][cH:37][c:38]([n:40][c:41]12)-[c:14]1[s:18][c:11]([C:2](=[O:1])[NH:3][CH2:4][c:5]2[cH:10][cH:9][cH:8][cH:7][cH:6]2)[cH:12][cH:13]1)=[O:23],"",4204,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
COc1ncccc1B(O)O.O=Cc1ccc(F)c(Br)c1>>COc1ncccc1-c1cc(C=O)ccc1F,water/ethers,carbonate,20,75.0,[OH:10][B:9]([OH:11])[c:8]1[c:3]([n:4][cH:5][cH:6][cH:7]1)[O:2][CH3:1].[cH:15]1[c:14]([cH:21][c:19]([c:17]([F:18])[cH:16]1)[Br:20])[CH:13]=[O:12]>>[cH:15]1[c:14]([cH:21][c:19]([c:17]([F:18])[cH:16]1)-[c:8]1[cH:7][cH:6][cH:5][n:4][c:3]1[O:2][CH3:1])[CH:13]=[O:12],"",2467,water/ethers,train,O.C1COCCO1,O=C([O-])O.[Na+]
O=C(c1cccc(B(O)O)c1)N1CCCC1.CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)(C)O>>CCOCc1nc2c(N)nc3cc(-c4cccc(C(=O)N5CCCC5)c4)cnc3c2n1CC(C)(C)O,water/ethers,carbonate,20,27.5,[CH2:13]1[CH2:14][CH2:15][CH2:16][N:12]1[C:2]([c:3]1[cH:11][c:7]([cH:6][cH:5][cH:4]1)[B:8]([OH:9])[OH:10])=[O:1].[CH3:38][C:37]([CH3:39])([CH2:36][n:35]1[c:34]2[c:23]([c:24]([NH2:25])[n:26][c:27]3[c:33]2[n:32][cH:31][c:29]([Br:30])[cH:28]3)[n:22][c:21]1[CH2:20][O:19][CH2:18][CH3:17])[OH:40]>>[CH2:14]1[CH2:15][CH2:16][N:12]([CH2:13]1)[C:2]([c:3]1[cH:11][c:7](-[c:29]2[cH:31][n:32][c:33]3[c:27]([n:26][c:24]([NH2:25])[c:23]4[n:22][c:21]([CH2:20][O:19][CH2:18][CH3:17])[n:35]([CH2:36][C:37]([CH3:38])([CH3:39])[OH:40])[c:34]34)[cH:28]2)[cH:6][cH:5][cH:4]1)=[O:1],"",1276,water/ethers,train,O.COCCOC,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1F.Brc1cncc(Br)c1>>Fc1ccccc1-c1cncc(Br)c1,polar,carbonate,20,47.0,[OH:1][B:2]([OH:3])[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[F:10].[c:12]1([cH:13][n:14][cH:15][c:16]([Br:17])[cH:18]1)[Br:11]>>[cH:15]1[n:14][cH:13][c:12]([Br:11])[cH:18][c:16]1-[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[F:10],"",1196,amides,train,CN(C)C=O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccccc1.CC(CCc1ccc(Br)nc1)(C(=O)NO)S(C)(=O)=O>>CC(CCc1ccc(-c2ccccc2)nc1)(C(=O)NO)S(C)(=O)=O,polar,carbonate,20,36.1,[O:27]=[S:25](=[O:28])([C:11]([C:21](=[O:22])[NH:23][OH:24])([CH3:10])[CH2:12][CH2:13][c:14]1[cH:20][n:19][c:17]([cH:16][cH:15]1)[Br:18])[CH3:26].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1-[c:17]1[n:19][cH:20][c:14]([cH:15][cH:16]1)[CH2:13][CH2:12][C:11]([C:21](=[O:22])[NH:23][OH:24])([CH3:10])[S:25](=[O:27])(=[O:28])[CH3:26],"",2645,water/amides,train,CN(C)C=O.O,O=C([O-])O.[Na+]
OB(O)c1ccc(Cl)cc1Cl.NC(=O)c1ccc2cncc(Br)c2c1>>NC(=O)c1ccc2cncc(-c3ccc(Cl)cc3Cl)c2c1,water/ethers,carbonate,20,98.1,[OH:1][B:2]([OH:3])[c:4]1[c:10]([cH:9][c:7]([cH:6][cH:5]1)[Cl:8])[Cl:11].[cH:21]1[n:20][cH:19][c:18]2[cH:17][cH:16][c:15]([C:13](=[O:14])[NH2:12])[cH:25][c:24]2[c:22]1[Br:23]>>[cH:9]1[c:7]([cH:6][cH:5][c:4](-[c:22]2[cH:21][n:20][cH:19][c:18]3[cH:17][cH:16][c:15]([C:13](=[O:14])[NH2:12])[cH:25][c:24]23)[c:10]1[Cl:11])[Cl:8],"",5094,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
COc1ccccc1B(O)O.N#Cc1ccc(Br)s1>>COc1ccccc1-c1ccc(C#N)s1,other,carbonate,20,95.85,[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][cH:5][cH:4][c:3]1[O:2][CH3:1].[c:17]1([Br:18])[cH:16][cH:15][c:14]([C:13]#[N:12])[s:19]1>>[s:19]1[c:17](-[c:8]2[cH:7][cH:6][cH:5][cH:4][c:3]2[O:2][CH3:1])[cH:16][cH:15][c:14]1[C:13]#[N:12],"",279,other,train,O.C1COCCO1.ClCCl,O=C([O-])[O-].[Na+].[Na+]
COC(=O)c1cc(F)c(NS(=O)(=O)c2ccc(B(O)O)cc2)cc1F.COCc1ncc(Br)cn1>>COCc1ncc(-c2ccc(S(=O)(=O)Nc3cc(F)c(C(=O)OC)cc3F)cc2)cn1,water/ethers,carbonate,20,58.0,[cH:15]1[cH:16][c:17]([cH:21][cH:22][c:14]1[S:11](=[O:12])(=[O:13])[NH:10][c:9]1[cH:23][c:24]([F:25])[c:5]([cH:6][c:7]1[F:8])[C:3](=[O:4])[O:2][CH3:1])[B:18]([OH:19])[OH:20].[n:35]1[cH:34][c:32]([cH:31][n:30][c:29]1[CH2:28][O:27][CH3:26])[Br:33]>>[n:30]1[cH:31][c:32]([cH:34][n:35][c:29]1[CH2:28][O:27][CH3:26])-[c:17]1[cH:16][cH:15][c:14]([cH:22][cH:21]1)[S:11](=[O:12])(=[O:13])[NH:10][c:9]1[cH:23][c:24]([F:25])[c:5]([cH:6][c:7]1[F:8])[C:3](=[O:4])[O:2][CH3:1],"",5340,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccccc1.CCOC(=O)c1ccc2nc(Br)sc2c1>>CCOC(=O)c1ccc2nc(-c3ccccc3)sc2c1,other,carbonate,20,73.9,[c:18]12[n:19][c:20]([s:22][c:23]1[cH:24][c:15]([C:13]([O:12][CH2:11][CH3:10])=[O:14])[cH:16][cH:17]2)[Br:21].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1-[c:20]1[s:22][c:23]2[c:18]([n:19]1)[cH:17][cH:16][c:15]([C:13](=[O:14])[O:12][CH2:11][CH3:10])[cH:24]2,"",2237,other,train,O.C1COCCO1.ClCCl,O=C([O-])[O-].[K+].[K+]
COc1cccc(B(O)O)c1OC.Cc1ccc(Br)c(N)n1>>COc1cccc(-c2ccc(C)nc2N)c1OC,water/ethers,carbonate,20,90.05,[CH3:14][c:15]1[n:22][c:20]([NH2:21])[c:18]([Br:19])[cH:17][cH:16]1.[OH:9][B:8]([OH:10])[c:7]1[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[c:11]1[O:12][CH3:13]>>[c:18]1(-[c:7]2[cH:6][cH:5][cH:4][c:3]([c:11]2[O:12][CH3:13])[O:2][CH3:1])[c:20]([NH2:21])[n:22][c:15]([CH3:14])[cH:16][cH:17]1,"",4562,water/ethers,train,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
O=C1CCc2cc(B(O)O)ccc2N1.FC(F)(F)c1ccc(Br)cn1>>O=C1CCc2cc(-c3ccc(C(F)(F)F)nc3)ccc2N1,water/ethers,carbonate,20,84.0,[F:15][C:16]([F:17])([F:18])[c:19]1[n:25][cH:24][c:22]([cH:21][cH:20]1)[Br:23].[OH:9][B:8]([OH:10])[c:7]1[cH:11][cH:12][c:13]2[c:5]([cH:6]1)[CH2:4][CH2:3][C:2](=[O:1])[NH:14]2>>[F:15][C:16]([F:17])([F:18])[c:19]1[cH:20][cH:21][c:22]([cH:24][n:25]1)-[c:7]1[cH:11][cH:12][c:13]2[NH:14][C:2](=[O:1])[CH2:3][CH2:4][c:5]2[cH:6]1,"",3758,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
COc1ccc(B(O)O)cc1.O=Cc1ccc(Br)o1>>COc1ccc(-c2ccc(C=O)o2)cc1,other,carbonate,20,79.05,[c:14]1([cH:15][cH:16][c:17]([o:19]1)[Br:18])[CH:13]=[O:12].[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[O:2][CH3:1]>>[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1-[c:17]1[cH:16][cH:15][c:14]([CH:13]=[O:12])[o:19]1)[O:2][CH3:1],"",5227,other,train,CCO.Cc1ccccc1.O.CCOC(C)=O,O=C([O-])O.[Na+]
CCc1cc(OCc2ccc(B(O)O)cc2)c2ccccc2n1.O=[N+]([O-])c1ccc(-n2nnnc2-c2ccccc2Br)cc1>>CCc1cc(OCc2ccc(-c3ccccc3-c3nnnn3-c3ccc([N+](=O)[O-])cc3)cc2)c2ccccc2n1,alcoArom,carbonate,20,65.0,[cH:10]1[cH:9][c:8]([cH:16][cH:15][c:11]1[B:12]([OH:13])[OH:14])[CH2:7][O:6][c:5]1[cH:4][c:3]([n:23][c:22]2[c:17]1[cH:18][cH:19][cH:20][cH:21]2)[CH2:2][CH3:1].[cH:29]1[cH:28][c:27]([cH:44][cH:43][c:30]1-[n:31]1[n:32][n:33][n:34][c:35]1-[c:36]1[c:41]([cH:40][cH:39][cH:38][cH:37]1)[Br:42])[N+:25]([O-:26])=[O:24]>>[cH:28]1[cH:29][c:30]([cH:43][cH:44][c:27]1[N+:25]([O-:26])=[O:24])-[n:31]1[c:35]([n:34][n:33][n:32]1)-[c:36]1[c:41](-[c:11]2[cH:10][cH:9][c:8]([cH:16][cH:15]2)[CH2:7][O:6][c:5]2[cH:4][c:3]([n:23][c:22]3[c:17]2[cH:18][cH:19][cH:20][cH:21]3)[CH2:2][CH3:1])[cH:40][cH:39][cH:38][cH:37]1,"",1,water/alcohols/aromatics,train,CO.Cc1ccccc1.O,O=C([O-])[O-].[K+].[K+]
COC(=O)c1cccc(B(O)O)c1.O=C(O)c1ccc(Br)o1>>COC(=O)c1cccc(-c2ccc(C(=O)O)o2)c1,other,carbonate,20,89.75,[O:14]=[C:15]([OH:16])[c:17]1[cH:18][cH:19][c:20]([Br:21])[o:22]1.[OH:11][B:10]([OH:12])[c:9]1[cH:13][c:5]([C:3](=[O:4])[O:2][CH3:1])[cH:6][cH:7][cH:8]1>>[O:14]=[C:15]([OH:16])[c:17]1[cH:18][cH:19][c:20](-[c:9]2[cH:13][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:6][cH:7][cH:8]2)[o:22]1,"",2271,other,train,Cc1ccccc1.O.C1CCOC1,O=C([O-])O.[Na+]
O=[N+]([O-])c1cccc(B(O)O)c1.COc1cccnc1Br>>COc1cccnc1-c1cccc([N+](=O)[O-])c1,other,carbonate,20,90.2,[Br:21][c:20]1[c:15]([O:14][CH3:13])[cH:16][cH:17][cH:18][n:19]1.[OH:10][B:9]([OH:11])[c:8]1[cH:12][c:4]([N+:2]([O-:3])=[O:1])[cH:5][cH:6][cH:7]1>>[c:15]1([c:20](-[c:8]2[cH:12][c:4]([cH:5][cH:6][cH:7]2)[N+:2]([O-:3])=[O:1])[n:19][cH:18][cH:17][cH:16]1)[O:14][CH3:13],"",194,other,train,COCCOC.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
Cn1nc(C(F)(F)F)cc1B(O)O.Brc1cnc2[nH]c(C3CCCCC3)cc2n1>>Cn1nc(C(F)(F)F)cc1-c1cnc2[nH]c(C3CCCCC3)cc2n1,water/ethers,carbonate,20,73.0,[CH2:22]1[CH2:23][CH2:24][CH2:25][CH2:26][CH:21]1[c:20]1[cH:27][c:28]2[c:18]([n:17][cH:16][c:15]([Br:14])[n:29]2)[nH:19]1.[F:6][C:5]([F:8])([F:7])[c:4]1[n:3][n:2]([CH3:1])[c:10]([B:11]([OH:12])[OH:13])[cH:9]1>>[F:6][C:5]([F:8])([F:7])[c:4]1[n:3][n:2]([c:10](-[c:15]2[cH:16][n:17][c:18]3[c:28]([cH:27][c:20]([CH:21]4[CH2:26][CH2:25][CH2:24][CH2:23][CH2:22]4)[nH:19]3)[n:29]2)[cH:9]1)[CH3:1],"",4392,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1cccc(F)c1.O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(-c3ncc(Br)s3)ccc2C1>>O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(-c3ncc(-c4cccc(F)c4)s3)ccc2C1,other,carbonate,20,26.85,[F:20][C:19]([F:21])([F:22])[CH2:18][N:17]1[CH2:16][C:15]2([CH:23]3[CH2:24][CH2:25][CH:26]2[CH2:27][c:28]2[cH:29][c:30](-[c:31]4[s:36][c:34]([cH:33][n:32]4)[Br:35])[cH:37][cH:38][c:39]2[CH2:40]3)[NH:14][S:12]1(=[O:11])=[O:13].[OH:1][B:2]([OH:3])[c:4]1[cH:10][c:8]([F:9])[cH:7][cH:6][cH:5]1>>[F:20][C:19]([F:21])([F:22])[CH2:18][N:17]1[CH2:16][C:15]2([CH:26]3[CH2:25][CH2:24][CH:23]2[CH2:40][c:39]2[c:28]([cH:29][c:30]([cH:37][cH:38]2)-[c:31]2[n:32][cH:33][c:34]([s:36]2)-[c:4]2[cH:5][cH:6][cH:7][c:8]([F:9])[cH:10]2)[CH2:27]3)[NH:14][S:12]1(=[O:11])=[O:13],"",383,other,train,CCO.Cc1ccccc1.O.ClCCl,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1.O=Cc1sc2ccccc2c1Br>>O=Cc1sc2ccccc2c1-c1ccccc1,ethers,carbonate,20,39.8,[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3].[s:13]1[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[c:20]([Br:21])[c:12]1[CH:11]=[O:10]>>[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1-[c:20]1[c:19]2[c:14]([s:13][c:12]1[CH:11]=[O:10])[cH:15][cH:16][cH:17][cH:18]2,"",4775,ethers,train,COCCOC,O=C([O-])[O-].[Na+].[Na+]
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(B(O)O)cn1.CN(C)CCNc1cc2c(cc1I)c(=O)c(C(=O)O)cn2CCN(C)C>>CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3c(=O)c(C(=O)O)cn(CCN(C)C)c3cc2NCCN(C)C)cn1,water/ethers,carbonate,20,15.4,[CH3:49][N:48]([CH3:50])[CH2:47][CH2:46][n:45]1[c:33]2[c:34]([c:38](=[O:39])[c:40]([C:41]([OH:43])=[O:42])[cH:44]1)[cH:35][c:36]([c:31]([NH:30][CH2:29][CH2:28][N:26]([CH3:25])[CH3:27])[cH:32]2)[I:37].[F:14][C:13]([F:16])([F:15])[c:12]1[n:11][c:10](-[c:9]2[c:19]([cH:23][n:24][c:7]([NH:6][C:4](=[O:5])[NH:3][CH2:2][CH3:1])[cH:8]2)[B:20]([OH:21])[OH:22])[s:18][cH:17]1>>[F:14][C:13]([F:16])([F:15])[c:12]1[n:11][c:10]([s:18][cH:17]1)-[c:9]1[c:19]([cH:23][n:24][c:7]([cH:8]1)[NH:6][C:4](=[O:5])[NH:3][CH2:2][CH3:1])-[c:36]1[cH:35][c:34]2[c:33]([cH:32][c:31]1[NH:30][CH2:29][CH2:28][N:26]([CH3:25])[CH3:27])[n:45]([cH:44][c:40]([C:41]([OH:43])=[O:42])[c:38]2=[O:39])[CH2:46][CH2:47][N:48]([CH3:49])[CH3:50],"",4090,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
Cc1noc(C)c1B(O)O.Nc1cc(Br)cnc1Cl>>Cc1noc(C)c1-c1cnc(Cl)c(N)c1,other,phosphate,20,72.85,[Br:15][c:14]1[cH:13][c:12]([c:18]([n:17][cH:16]1)[Cl:19])[NH2:11].[OH:9][B:8]([OH:10])[c:7]1[c:5]([CH3:6])[o:4][n:3][c:2]1[CH3:1]>>[NH2:11][c:12]1[c:18]([n:17][cH:16][c:14](-[c:7]2[c:5]([CH3:6])[o:4][n:3][c:2]2[CH3:1])[cH:13]1)[Cl:19],"",5233,other,train,C1CCOC1.ClCCl,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1cccs1.Cc1ccc(Br)nc1>>Cc1ccc(-c2cccs2)nc1,ethers,carbonate,20,97.9,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1.[cH:11]1[cH:12][c:13]([Br:14])[n:15][cH:16][c:10]1[CH3:9]>>[cH:11]1[c:10]([cH:16][n:15][c:13](-[c:4]2[s:8][cH:7][cH:6][cH:5]2)[cH:12]1)[CH3:9],"",294,ethers,train,COCCOC,O=C([O-])[O-].[Na+].[Na+]
